Comments,HateSpeech
"এই যে ছাত্রলীগ, তুমি জাগ্রত জানোয়ার! পুরো বিশ্বের ভাইরাস তুমি বাংলার কুলাঙ্গার ",1
সালারে না মেরে ছেড়ে দিলো কেনো ,1
কুত্তার বাচ্চাদের সাথে এইরকম করাই উচিত,1
কুত্তার বাচ্চাদের সাথে এইরকম করাই উচিত,1
এখানে কি আবাল আছে আপনাকে গালি দিচ্ছে।,1
তোরে বাচাইয়া রাখল কেন। নিষিদ্ধ পল্লী তে তর জন্ম,1
শালা তুই বাড়িতে বসে পানি খাইতি। বি এম কলেজে কেনো পানি খাইতে আসলি,0
আরো সোদাও রাজনীতি ,1
আমার ভাইয়েরা মাদারচোদের কানের তালা ভাইঙ্গা দিছে।,1
তুই বাইচা আছে কেন এখন ও কুলাঙ্গার,1
এই মারামারি ভেতর তুমি ক্লাস চোদাও বোকাচোদা।,1
তোদের ভাগ্য ভাল কেটে টুকরা টুকরা করে কুত্তারে খাওয়ায় নাই,0
বাহ অনেক ভালো ছেলে শালারপুত নটির বাচ্চা,1
জালা অন্তরে জালা সালার লিগরা সব খাইলো,1
ছাত্রলীগের মায়েরে চুদি একেবারে ঠিক আছে,1
দেশে নাকি আইন আছে ,0
ওরা এখনো জীবিত আছে কীভাবে এই কুত্তার বাচ্চদের মেরে ফেল্লো না কেনো?,1
হোগায় বাশ ভরে দেয়া উচিত ছিলো তোমাদের।,1
দুধের দোয়া তুলসি পাতা কুত্তার বাচ্চারা,1
তোগরে পিটাইতে পিটাইতে লেংটা করলো না কেন,1
শুয়ারের বাচ্চা,1
শয়তানের বাচ্চা,1
খানকির পোলা তুই বেচে আছো শুকরিয়া কর,1
ছাত্রলীগ দিমু তোর মার সাউয়ায়,1
দালালের বাচ্চা,1
খানকির পোলা তোরে পাইলা আমি ,1
এ মাদারচোদের বাচ্চা তুই বিএম কলেজে কি করোস,1
পাগলা চুদা ও নাকি রাজনীতি করেনা তাইলে ও ছাত্রলীগের পক্ষ নিবে কেন,1
ওদের পুটকির ভিতর মরিচ দিয়া ডলা দেও।,1
মারতে মারতে মেরে ফেলেনি ক্যান! এইসব কুত্তার বাচ্চাদের মরে যাওয়া উচিত।,1
"সালারা নিজেরা তো নেতা নেত্রীদের পা চেটে চাকরি পেয়ে যাবি,বাদ বাকি কোটাধারীরা পাবে আর সাধারণ বাংগালী কি ঘাস কাটবে রে জানোয়ারের বাচ্চা!",1
তোদের ধরে পুটকী মারা দরকার,1
এই খানকিরপুত বাঁচলো কিভাবে,1
